layer,linear,config,M,N,K,tier1_x_db,tier1_w_db,tier2_db
36,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.528,15.442,18.419
36,self_attn.q_proj,w4a8-pc,2048,5120,5120,25.938,13.994,16.867
36,self_attn.k_proj,w8a8,2048,1024,5120,25.938,38.64,30.635
36,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.528,40.055,34.064
36,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.528,14.906,19.512
36,self_attn.k_proj,w4a8-pc,2048,1024,5120,25.938,13.51,18.24
36,self_attn.v_proj,w8a8,2048,1024,5120,25.938,40.113,26.667
36,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.528,41.304,30.138
36,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.528,16.133,17.047
36,self_attn.v_proj,w4a8-pc,2048,1024,5120,25.938,14.953,15.742
36,self_attn.o_proj,w8a8,2048,5120,5120,33.148,39.577,31.645
36,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.759,41.171,34.029
36,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.759,15.996,15.36
36,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.148,14.413,13.719
36,mlp.gate_proj,w8a8,2048,27648,5120,34.009,40.03,36.013
36,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,36.746,41.385,38.408
36,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,36.746,16.212,19.2
36,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.009,14.875,17.838
36,mlp.up_proj,w8a8,2048,27648,5120,34.009,40.233,33.647
36,mlp.up_proj,w8a8-mg1024,2048,27648,5120,36.746,41.487,36.038
36,mlp.up_proj,w4a8-mg1024,2048,27648,5120,36.746,16.311,16.877
36,mlp.up_proj,w4a8-pc,2048,27648,5120,34.009,15.079,15.615
36,mlp.down_proj,w8a8,2048,5120,27648,22.748,38.118,23.908
36,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.241,41.157,31.162
36,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.241,16.004,17.074
36,mlp.down_proj,w4a8-pc,2048,5120,27648,22.748,13.121,13.468
37,self_attn.q_proj,w8a8,2048,5120,5120,25.422,39.849,27.995
37,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.31,41.237,31.76
37,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.31,16.062,18.642
37,self_attn.q_proj,w4a8-pc,2048,5120,5120,25.422,14.674,17.052
37,self_attn.k_proj,w8a8,2048,1024,5120,25.422,39.553,29.662
37,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.31,40.917,33.412
37,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.31,15.742,20.009
37,self_attn.k_proj,w4a8-pc,2048,1024,5120,25.422,14.379,18.48
37,self_attn.v_proj,w8a8,2048,1024,5120,25.422,40.389,26.51
37,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.31,41.511,30.275
37,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.31,16.338,17.575
37,self_attn.v_proj,w4a8-pc,2048,1024,5120,25.422,15.222,16.299
37,self_attn.o_proj,w8a8,2048,5120,5120,33.544,40.119,32.358
37,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.429,41.52,35.0
37,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.429,16.347,16.081
37,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.544,14.955,14.6
37,mlp.gate_proj,w8a8,2048,27648,5120,34.323,39.988,36.513
37,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,36.986,41.357,38.831
37,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,36.986,16.191,19.444
37,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.323,14.847,18.078
37,mlp.up_proj,w8a8,2048,27648,5120,34.323,40.269,33.979
37,mlp.up_proj,w8a8-mg1024,2048,27648,5120,36.986,41.505,36.294
37,mlp.up_proj,w4a8-mg1024,2048,27648,5120,36.986,16.332,16.957
37,mlp.up_proj,w4a8-pc,2048,27648,5120,34.323,15.123,15.735
37,mlp.down_proj,w8a8,2048,5120,27648,22.854,38.371,24.122
37,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.546,41.205,31.558
37,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.546,16.067,17.247
37,mlp.down_proj,w4a8-pc,2048,5120,27648,22.854,13.407,14.134
38,self_attn.q_proj,w8a8,2048,5120,5120,25.472,39.971,27.791
38,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.301,41.312,31.501
38,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.301,16.14,18.451
38,self_attn.q_proj,w4a8-pc,2048,5120,5120,25.472,14.798,16.921
38,self_attn.k_proj,w8a8,2048,1024,5120,25.472,38.831,30.268
38,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.301,40.35,33.944
38,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.301,15.174,19.967
38,self_attn.k_proj,w4a8-pc,2048,1024,5120,25.472,13.659,18.368
38,self_attn.v_proj,w8a8,2048,1024,5120,25.472,39.535,25.448
38,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.301,40.758,29.13
38,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.301,15.595,16.082
38,self_attn.v_proj,w4a8-pc,2048,1024,5120,25.472,14.378,14.786
38,self_attn.o_proj,w8a8,2048,5120,5120,33.213,39.536,31.986
38,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.692,41.307,35.169
38,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.692,16.134,15.825
38,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.213,14.384,13.963
38,mlp.gate_proj,w8a8,2048,27648,5120,34.21,39.944,36.116
38,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,37.045,41.317,38.569
38,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,37.045,16.156,19.097
38,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.21,14.814,17.746
38,mlp.up_proj,w8a8,2048,27648,5120,34.21,40.282,33.838
38,mlp.up_proj,w8a8-mg1024,2048,27648,5120,37.045,41.514,36.284
38,mlp.up_proj,w4a8-mg1024,2048,27648,5120,37.045,16.341,16.922
38,mlp.up_proj,w4a8-pc,2048,27648,5120,34.21,15.131,15.685
38,mlp.down_proj,w8a8,2048,5120,27648,28.073,37.876,35.606
38,mlp.down_proj,w8a8-mg1024,2048,5120,27648,35.503,40.999,42.775
38,mlp.down_proj,w4a8-mg1024,2048,5120,27648,35.503,15.958,25.394
38,mlp.down_proj,w4a8-pc,2048,5120,27648,28.073,13.128,22.694
39,self_attn.q_proj,w8a8,2048,5120,5120,26.347,39.66,28.416
39,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.03,41.09,31.961
39,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.03,15.914,18.098
39,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.347,14.486,16.498
39,self_attn.k_proj,w8a8,2048,1024,5120,26.347,39.109,30.754
39,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.03,40.57,34.269
39,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.03,15.399,19.932
39,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.347,13.94,18.336
39,self_attn.v_proj,w8a8,2048,1024,5120,26.347,40.217,26.551
39,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.03,41.372,30.102
39,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.03,16.207,16.71
39,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.347,15.052,15.508
39,self_attn.o_proj,w8a8,2048,5120,5120,33.285,39.298,31.896
39,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.703,41.162,35.028
39,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.703,15.994,15.581
39,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.285,14.165,13.732
39,mlp.gate_proj,w8a8,2048,27648,5120,33.327,39.568,35.615
39,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,36.331,41.052,38.257
39,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,36.331,15.937,19.158
39,mlp.gate_proj,w4a8-pc,2048,27648,5120,33.327,14.543,17.712
39,mlp.up_proj,w8a8,2048,27648,5120,33.327,40.067,32.964
39,mlp.up_proj,w8a8-mg1024,2048,27648,5120,36.331,41.362,35.594
39,mlp.up_proj,w4a8-mg1024,2048,27648,5120,36.331,16.201,16.638
39,mlp.up_proj,w4a8-pc,2048,27648,5120,33.327,14.948,15.362
39,mlp.down_proj,w8a8,2048,5120,27648,21.518,37.789,22.556
39,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.968,40.957,30.836
39,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.968,15.871,16.754
39,mlp.down_proj,w4a8-pc,2048,5120,27648,21.518,13.06,12.657
40,self_attn.q_proj,w8a8,2048,5120,5120,26.001,39.405,28.169
40,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.738,40.766,31.76
40,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.738,15.623,17.907
40,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.001,14.29,16.419
40,self_attn.k_proj,w8a8,2048,1024,5120,26.001,38.105,30.53
40,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.738,39.558,34.088
40,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.738,14.665,19.354
40,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.001,13.278,17.777
40,self_attn.v_proj,w8a8,2048,1024,5120,26.001,40.132,26.071
40,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.738,41.277,29.676
40,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.738,16.115,16.586
40,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.001,14.973,15.263
40,self_attn.o_proj,w8a8,2048,5120,5120,33.925,39.546,32.929
40,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.638,41.258,35.4
40,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.638,16.1,16.117
40,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.925,14.463,14.419
40,mlp.gate_proj,w8a8,2048,27648,5120,34.343,39.916,35.972
40,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,37.256,41.312,38.483
40,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,37.256,16.165,18.881
40,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.343,14.83,17.519
40,mlp.up_proj,w8a8,2048,27648,5120,34.343,40.163,33.749
40,mlp.up_proj,w8a8-mg1024,2048,27648,5120,37.256,41.434,36.241
40,mlp.up_proj,w4a8-mg1024,2048,27648,5120,37.256,16.268,16.681
40,mlp.up_proj,w4a8-pc,2048,27648,5120,34.343,15.031,15.412
40,mlp.down_proj,w8a8,2048,5120,27648,22.99,38.344,24.281
40,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.498,41.306,31.554
40,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.498,16.193,17.279
40,mlp.down_proj,w4a8-pc,2048,5120,27648,22.99,13.499,13.421
41,self_attn.q_proj,w8a8,2048,5120,5120,26.014,39.652,27.963
41,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.628,41.022,31.447
41,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.628,15.851,17.812
41,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.014,14.478,16.306
41,self_attn.k_proj,w8a8,2048,1024,5120,26.014,38.769,30.507
41,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.628,40.247,33.958
41,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.628,15.08,19.719
41,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.014,13.605,18.141
41,self_attn.v_proj,w8a8,2048,1024,5120,26.014,38.291,25.771
41,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.628,39.937,29.234
41,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.628,14.804,15.165
41,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.014,13.235,13.611
41,self_attn.o_proj,w8a8,2048,5120,5120,34.349,39.426,33.274
41,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.662,41.291,35.51
41,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.662,16.116,16.249
41,self_attn.o_proj,w4a8-pc,2048,5120,5120,34.349,14.286,14.376
41,mlp.gate_proj,w8a8,2048,27648,5120,34.496,40.117,35.872
41,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,37.469,41.435,38.402
41,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,37.469,16.268,18.72
41,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.496,14.98,17.405
41,mlp.up_proj,w8a8,2048,27648,5120,34.496,40.33,33.895
41,mlp.up_proj,w8a8-mg1024,2048,27648,5120,37.469,41.556,36.424
41,mlp.up_proj,w4a8-mg1024,2048,27648,5120,37.469,16.38,16.792
41,mlp.up_proj,w4a8-pc,2048,27648,5120,34.496,15.174,15.551
41,mlp.down_proj,w8a8,2048,5120,27648,23.338,38.472,24.37
41,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.745,41.402,31.571
41,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.745,16.252,17.184
41,mlp.down_proj,w4a8-pc,2048,5120,27648,23.338,13.51,13.612
42,self_attn.q_proj,w8a8,2048,5120,5120,26.204,39.344,27.891
42,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.893,40.754,31.435
42,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.893,15.593,17.42
42,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.204,14.197,15.917
42,self_attn.k_proj,w8a8,2048,1024,5120,26.204,39.231,29.95
42,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.893,40.665,33.489
42,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.893,15.493,19.385
42,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.204,14.064,17.818
42,self_attn.v_proj,w8a8,2048,1024,5120,26.204,40.415,27.259
42,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.893,41.536,30.82
42,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.893,16.36,17.6
42,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.204,15.247,16.325
42,self_attn.o_proj,w8a8,2048,5120,5120,33.191,39.399,31.427
42,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.706,41.318,33.856
42,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.706,16.147,15.34
42,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.191,14.286,13.359
42,mlp.gate_proj,w8a8,2048,27648,5120,34.745,39.817,35.987
42,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,37.628,41.207,38.449
42,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,37.628,16.052,18.499
42,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.745,14.704,17.136
42,mlp.up_proj,w8a8,2048,27648,5120,34.745,40.224,34.189
42,mlp.up_proj,w8a8-mg1024,2048,27648,5120,37.628,41.462,36.634
42,mlp.up_proj,w4a8-mg1024,2048,27648,5120,37.628,16.291,16.823
42,mlp.up_proj,w4a8-pc,2048,27648,5120,34.745,15.077,15.583
42,mlp.down_proj,w8a8,2048,5120,27648,24.075,38.013,24.775
42,mlp.down_proj,w8a8-mg1024,2048,5120,27648,31.165,41.159,31.881
42,mlp.down_proj,w4a8-mg1024,2048,5120,27648,31.165,16.033,17.018
42,mlp.down_proj,w4a8-pc,2048,5120,27648,24.075,13.201,13.582
43,self_attn.q_proj,w8a8,2048,5120,5120,26.851,39.764,28.688
43,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.418,41.132,32.106
43,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.418,15.956,17.902
43,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.851,14.591,16.429
43,self_attn.k_proj,w8a8,2048,1024,5120,26.851,39.264,30.601
43,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.418,40.636,34.004
43,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.418,15.471,19.391
43,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.851,14.095,17.929
43,self_attn.v_proj,w8a8,2048,1024,5120,26.851,39.832,27.557
43,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.418,41.074,30.984
43,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.418,15.91,16.85
43,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.851,14.668,15.582
43,self_attn.o_proj,w8a8,2048,5120,5120,33.626,39.92,32.32
43,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.428,41.475,34.856
43,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.428,16.299,15.906
43,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.626,14.767,14.317
43,mlp.gate_proj,w8a8,2048,27648,5120,34.183,39.51,35.595
43,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,37.198,40.975,38.182
43,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,37.198,15.837,18.383
43,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.183,14.426,16.942
43,mlp.up_proj,w8a8,2048,27648,5120,34.183,40.112,33.767
43,mlp.up_proj,w8a8-mg1024,2048,27648,5120,37.198,41.389,36.346
43,mlp.up_proj,w4a8-mg1024,2048,27648,5120,37.198,16.213,16.787
43,mlp.up_proj,w4a8-pc,2048,27648,5120,34.183,14.954,15.502
43,mlp.down_proj,w8a8,2048,5120,27648,24.24,37.737,24.869
43,mlp.down_proj,w8a8-mg1024,2048,5120,27648,31.417,40.928,32.489
43,mlp.down_proj,w4a8-mg1024,2048,5120,27648,31.417,15.811,17.334
43,mlp.down_proj,w4a8-pc,2048,5120,27648,24.24,12.937,14.067
44,self_attn.q_proj,w8a8,2048,5120,5120,27.078,39.813,29.068
44,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.574,41.211,32.41
44,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.574,16.036,18.118
44,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.078,14.639,16.61
44,self_attn.k_proj,w8a8,2048,1024,5120,27.078,39.037,31.339
44,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.574,40.536,34.654
44,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.574,15.368,19.723
44,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.078,13.875,18.224
44,self_attn.v_proj,w8a8,2048,1024,5120,27.078,39.926,27.09
44,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.574,41.133,30.437
44,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.574,15.974,16.383
44,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.078,14.763,15.111
44,self_attn.o_proj,w8a8,2048,5120,5120,31.846,38.918,31.112
44,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.135,40.894,35.027
44,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.135,15.772,15.859
44,self_attn.o_proj,w4a8-pc,2048,5120,5120,31.846,13.835,13.809
44,mlp.gate_proj,w8a8,2048,27648,5120,33.581,39.35,35.444
44,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,36.441,40.85,37.953
44,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,36.441,15.721,18.609
44,mlp.gate_proj,w4a8-pc,2048,27648,5120,33.581,14.28,17.128
44,mlp.up_proj,w8a8,2048,27648,5120,33.581,39.9,33.191
44,mlp.up_proj,w8a8-mg1024,2048,27648,5120,36.441,41.233,35.698
44,mlp.up_proj,w4a8-mg1024,2048,27648,5120,36.441,16.078,16.589
44,mlp.up_proj,w4a8-pc,2048,27648,5120,33.581,14.779,15.256
44,mlp.down_proj,w8a8,2048,5120,27648,21.942,37.539,23.065
44,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.313,40.761,31.208
44,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.313,15.673,16.759
44,mlp.down_proj,w4a8-pc,2048,5120,27648,21.942,12.834,13.091
45,self_attn.q_proj,w8a8,2048,5120,5120,26.654,39.451,28.442
45,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.106,40.845,31.755
45,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.106,15.681,17.594
45,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.654,14.294,16.09
45,self_attn.k_proj,w8a8,2048,1024,5120,26.654,37.748,31.192
45,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.106,39.369,34.47
45,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.106,14.334,19.052
45,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.654,12.792,17.375
45,self_attn.v_proj,w8a8,2048,1024,5120,26.654,39.923,26.181
45,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.106,41.102,29.492
45,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.106,15.937,15.829
45,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.654,14.754,14.606
45,self_attn.o_proj,w8a8,2048,5120,5120,34.408,39.508,33.628
45,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,37.037,41.202,36.067
45,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,37.037,16.03,16.473
45,self_attn.o_proj,w4a8-pc,2048,5120,5120,34.408,14.348,14.695
45,mlp.gate_proj,w8a8,2048,27648,5120,33.279,39.516,35.381
45,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,36.265,40.997,38.003
45,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,36.265,15.871,18.89
45,mlp.gate_proj,w4a8-pc,2048,27648,5120,33.279,14.458,17.435
45,mlp.up_proj,w8a8,2048,27648,5120,33.279,40.17,32.938
45,mlp.up_proj,w8a8-mg1024,2048,27648,5120,36.265,41.441,35.563
45,mlp.up_proj,w4a8-mg1024,2048,27648,5120,36.265,16.268,16.716
45,mlp.up_proj,w4a8-pc,2048,27648,5120,33.279,15.019,15.44
45,mlp.down_proj,w8a8,2048,5120,27648,22.299,37.693,23.429
45,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.227,40.915,31.126
45,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.227,15.835,16.883
45,mlp.down_proj,w4a8-pc,2048,5120,27648,22.299,13.002,13.385
46,self_attn.q_proj,w8a8,2048,5120,5120,26.816,39.887,28.511
46,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.208,41.229,31.775
46,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.208,16.054,17.824
46,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.816,14.713,16.366
46,self_attn.k_proj,w8a8,2048,1024,5120,26.816,38.611,31.623
46,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.208,40.198,34.863
46,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.208,15.024,20.092
46,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.816,13.447,18.416
46,self_attn.v_proj,w8a8,2048,1024,5120,26.816,39.392,26.034
46,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.208,40.596,29.274
46,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.208,15.441,15.249
46,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.816,14.248,13.994
46,self_attn.o_proj,w8a8,2048,5120,5120,34.54,39.176,33.761
46,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,37.08,41.257,36.212
46,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,37.08,16.095,16.612
46,self_attn.o_proj,w4a8-pc,2048,5120,5120,34.54,14.079,14.481
46,mlp.gate_proj,w8a8,2048,27648,5120,33.035,39.65,35.145
46,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,35.933,41.091,37.714
46,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,35.933,15.944,18.909
46,mlp.gate_proj,w4a8-pc,2048,27648,5120,33.035,14.548,17.477
46,mlp.up_proj,w8a8,2048,27648,5120,33.035,40.313,32.721
46,mlp.up_proj,w8a8-mg1024,2048,27648,5120,35.933,41.542,35.29
46,mlp.up_proj,w4a8-mg1024,2048,27648,5120,35.933,16.367,16.778
46,mlp.up_proj,w4a8-pc,2048,27648,5120,33.035,15.156,15.542
46,mlp.down_proj,w8a8,2048,5120,27648,20.79,37.878,21.697
46,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.736,41.069,30.437
46,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.736,15.939,16.733
46,mlp.down_proj,w4a8-pc,2048,5120,27648,20.79,13.092,12.889
47,self_attn.q_proj,w8a8,2048,5120,5120,26.83,39.835,28.485
47,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.368,41.211,31.878
47,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.368,16.036,17.767
47,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.83,14.66,16.305
47,self_attn.k_proj,w8a8,2048,1024,5120,26.83,38.638,31.33
47,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.368,40.262,34.684
47,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.368,15.087,19.771
47,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.83,13.473,18.003
47,self_attn.v_proj,w8a8,2048,1024,5120,26.83,40.186,25.912
47,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.368,41.352,29.305
47,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.368,16.186,15.508
47,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.83,15.014,14.224
47,self_attn.o_proj,w8a8,2048,5120,5120,35.635,40.095,34.922
47,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,38.094,41.534,37.058
47,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,38.094,16.359,16.959
47,self_attn.o_proj,w4a8-pc,2048,5120,5120,35.635,14.936,15.565
47,mlp.gate_proj,w8a8,2048,27648,5120,32.002,39.672,34.519
47,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,35.14,41.082,37.327
47,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,35.14,15.937,19.129
47,mlp.gate_proj,w4a8-pc,2048,27648,5120,32.002,14.576,17.7
47,mlp.up_proj,w8a8,2048,27648,5120,32.002,40.245,31.744
47,mlp.up_proj,w8a8-mg1024,2048,27648,5120,35.14,41.5,34.565
47,mlp.up_proj,w4a8-mg1024,2048,27648,5120,35.14,16.331,16.634
47,mlp.up_proj,w4a8-pc,2048,27648,5120,32.002,15.106,15.368
47,mlp.down_proj,w8a8,2048,5120,27648,21.115,38.003,21.748
47,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.513,41.159,29.957
47,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.513,16.035,16.556
47,mlp.down_proj,w4a8-pc,2048,5120,27648,21.115,13.263,12.85
48,self_attn.q_proj,w8a8,2048,5120,5120,27.473,39.977,28.442
48,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.75,41.27,31.59
48,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.75,16.095,17.171
48,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.473,14.802,15.814
48,self_attn.k_proj,w8a8,2048,1024,5120,27.473,38.673,31.497
48,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.75,40.25,34.625
